Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
AHEB5,22,"-5,68","-2,32","0,902","0,00%","0,648","-190,25","-20,3","-0,63","-20,39","-70,81","-4,45%","-15,89%","0,99","-3,47%","40,93%",0,"-80.875.000,00","-0,05","25,72%"
BLUT3,"5,14","-5,63","0,46",0,"0,00%","0,138","-0,76","-42,93","-0,2","-53,97","-53,97","0,00%","0,00%",0,"-0,33%","-8,24%","3.091,81","56.569.000,00","0,12","0,00%"
BRFS3,"6,87","-5,58","0,62","0,141","0,00%","0,126","1,25","6,6","-0,39","20,16","5,66","2,14%","-2,37%","1,28","3,19%","-11,11%","151.656.000,00","12.000.400.000,00",2,"14,25%"
BUET3,"24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,6","-36,32","-14,93%","-35,93%","0,11","-5,95%","17,79%",0,"-124.674.000,00","-0,7","4,55%"
ARTR3,"10,01","-5,23","1,05","1,241","0,00%","0,32","-16,12","80,22","-0,54","210,33","13,91","1,55%","-23,45%","0,83","0,44%","-20,09%",0,"5.473.770.000,00","1,97","7,10%"
AHEB3,"19,99","-5,16","-2,11","0,82","0,00%","0,589","-172,87","-18,44","-0,58","-18,53","-64,37","-4,45%","-15,89%","0,99","-3,47%","40,93%","1.529,21","-80.875.000,00","-0,05","25,72%"
TLCP3,48,"-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%",0,"262.979.000,00","1,21","9,09%"
AHEB6,"19,31","-4,98","-2,04","0,792","0,00%","0,569","-166,99","-17,82","-0,56","-17,9","-62,19","-4,45%","-15,89%","0,99","-3,47%","40,93%","44,91","-80.875.000,00","-0,05","25,72%"
PEAB3,"42,9","-4,92","0,81","14,729","4,04%","0,685","2,48","-87,67","4,93","-66,68","-145,33","-16,80%","-298,64%","14,2","-1,03%","-16,52%","7.336,07","678.038.000,00","0,09","-51,86%"
LFFE4,"3,89","-4,91","4,08",0,"0,00%","3,599",0,"-26,5",0,"-23,11","10,9","0,00%","0,00%",0,"0,00%","-83,10%",0,"51.892.000,00",0,"0,00%"
CGOS3,"26,2","-4,85","1,89","0,509","0,00%","0,167","-0,83","-256,6","-0,25","-570,29","-570,29","-0,20%","-10,48%","0,54","-0,08%","-39,02%",0,"453.387.000,00","2,48","8,97%"
TCNO4,"0,85","-4,82","-5,95",0,"0,00%","0,024","-0,06","-2,04","-0,03","-14,27","-16,48","0,00%","0,00%","0,28","-1,59%","123,36%","2.577,47","-946.000,00","-35,76","-32,39%"
BOBR4,"1,14","-4,61","-1,66","0,212","0,00%","0,328","-1,17","2,62","-0,45","5,33","4,41","8,11%","-4,60%","0,63","19,03%","35,95%","37.590,20","-179.288.000,00","-2,05","5,77%"
PRML3,"11,52","-4,41","1,98","18,612","0,00%","0,581",23,"-30,33","-0,93","-63,15","1.640,31","-61,36%","-424,99%","2,02","-1,96%","-44,84%",0,"2.192.720.000,00","2,18","32,85%"
BIOM3,6,"-4,37","3,64","4,35","0,00%","1,251","8,97","-5,39","-4,32","-6,78","-6,83","-80,77%","-99,43%","1,62","-29,56%","-83,09%","99.640,80","121.364.000,00","1,39","255,34%"
IFCM3,"2,58","-4,32","0,62","1,183","0,00%","0,282","6,15","-12,65","-1,42","-17,01","33,55","-9,35%","-27,41%","1,15","-3,01%","-14,38%","3.729.650,00","1.515.790.000,00","0,39","0,00%"
ADHM3,"1,56","-4,09","-1,29","770,924","0,00%","105,126","-1,43","-5,69","-1,27","-5,69","-5,81","-13548,50%","-18860,60%",0,"521,70%","31,47%","2.064,00","-19.776.000,00",0,"43,48%"
BOBR3,1,"-4,04","-1,45","0,186","0,00%","0,288","-1,02","2,29","-0,4","5,01","4,15","8,11%","-4,60%","0,63","19,03%","35,95%",0,"-179.288.000,00","-2,05","5,77%"
BUET4,"18,49","-4,04","-0,72","1,451","0,00%","0,423","-0,5","-9,72","-0,29","-19,18","-30,83","-14,93%","-35,93%","0,11","-5,95%","17,79%",0,"-124.674.000,00","-0,7","4,55%"
ANIM3,"3,7","-3,99","0,57","0,421","0,00%","0,143","7,39","2,27","-0,28","8,21","4,39","18,57%","-8,76%","1,11","7,22%","-14,18%","27.444.400,00","2.638.050.000,00","1,9","35,18%"
LUPA3,"3,61","-3,98","0,96","0,947","0,00%","0,217","0,82","-11,17","-0,72","-24,74","-58,77","-8,48%","-23,78%","2,28","-2,07%","-24,18%","5.873.050,00","113.746.000,00","1,28","-3,43%"
PMET5,"0,65","-3,95","-0,16","4,518","0,00%","30,248","-0,22","89,99","-0,16","503,88","503,88","5,02%","-114,49%","0,01","38,97%","4,10%",0,"-290.863.000,00","-0,74","37,74%"
LFFE3,"3,11","-3,92","3,26",0,"0,00%","2,877",0,"-21,18",0,"-17,8","8,39","0,00%","0,00%",0,"0,00%","-83,10%",0,"51.892.000,00",0,"0,00%"
FBMC3,80,"-3,78","-0,92","3,858","0,00%","1,384","-1,79","-2,85","-0,64","-3,31","-3,69","-135,59%","-101,97%","0,31","-64,70%","24,19%",0,"-63.552.000,00","-0,15","-31,66%"
NORD3,"4,5","-3,71","-0,2","18,29","0,00%","1,713","-0,64","-65,2","-0,18","-148,22","-148,22","-28,05%","-493,25%","0,03","-2,69%","5,40%","1.405,74","-148.922.000,00","-0,25","21,53%"
TXRX3,"16,21","-3,68","-0,21","0,343","0,00%","0,271","-0,37","2,2","-0,15","12,17","10,51","15,55%","-9,31%","0,42","17,23%","5,68%",0,"-329.828.000,00","-0,95","23,33%"
CTKA4,9,"-3,64","-0,34","0,091","0,00%","0,093","0,4","2,36","-0,16","25,82","15,61","3,85%","-2,50%","1,52","4,45%","9,44%","5.748,44","-162.561.000,00","-3,47","18,87%"
TLCP4,"34,11","-3,57","1,25","0,586","0,00%","0,379","-1,96","-18,91","-0,95","-36,16","-36,16","-3,10%","-16,40%","0,61","-2,52%","-35,04%",0,"262.979.000,00","1,21","9,09%"
BECE3,"9,1","-3,42","8,72",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-255,20%",0,"96.496.000,00",0,"12,81%"
BECE4,"8,75","-3,29","8,38",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-255,20%",0,"96.496.000,00",0,"12,81%"
MBLY3,"2,68","-3,18","0,5","0,438","0,00%","0,322","0,81",-3,"1,42","-2,54","-8,18","-14,58%","-13,75%","3,13","-16,40%","-15,71%","3.964.610,00","570.425.000,00","0,31","-8,65%"
TELB4,"7,05","-3,15","0,29","1,391","0,00%","0,119","0,4","-1,68","-0,57","1,69","10,89","-83,06%","-44,11%","4,98","-10,25%","-9,15%","35.932,70","1.657.470.000,00","0,11","58,99%"
CEDO3,"6,35","-3,03","0,54","0,052","0,00%","0,068","-0,74","1,2","-0,21","5,54","4,06","4,36%","-2,30%","0,86","7,33%","-17,80%","700,28","117.761.000,00","2,11","17,40%"
PNOR6,"1,87","-2,9","0,55","0,354","0,00%","0,205","0,7","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,5","3,61%","-18,84%",0,"158.071.000,00","0,42","1,34%"
PNOR5,"1,87","-2,9","0,55","0,354","0,00%","0,205","0,7","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,5","3,61%","-18,84%",0,"158.071.000,00","0,42","1,34%"
STRP4,"0,21","-2,85","-0,43","0,416","0,00%","0,111","-0,18","-0,45","-0,09","-1,15","-1,15","-91,82%","-14,58%","0,13","-25,49%","14,95%",0,"-12.498.000,00","-0,66","-36,39%"
BAHI3,"10,91","-2,84","2,46","0,78","0,00%","0,408","-1,68","-9,87","-0,56","-15,44","-24,92","-7,91%","-28,70%","0,23","-4,30%","-86,43%","111.010,00","106.101.000,00","1,55","76,70%"
CORR4,82,"-2,81","-2,57","0,827","0,00%","0,094","0,14","-1,18","-0,29","7,54","7,76","-70,20%","-29,46%","30,58","-26,32%","91,48%",0,"-739.000,00",0,"15,91%"
LIXC3,"1,75","-2,62","1,52","395,995","0,00%","0,069","0,28","-4,21","3,84","-6,37","-6,68","-9413,21%","-14386,80%","1,34","-1,90%","-57,85%",0,"13.842.000,00","0,79","-75,90%"
TCSA3,"2,48","-2,48","0,32","0,998","0,00%","0,118","0,34","-2,42","-2,17","-8,27","-9,87","-41,30%","-40,47%","3,12","-5,39%","-12,81%","751.070,00","575.508.000,00",1,"-3,83%"
BICB4,"8,25","-2,43","2,21",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,00%",0,"944.626.000,00",0,"-31,19%"
WEST3,"1,02","-2,42","0,32","0,409","0,00%","0,265","0,48","-1,48","0,56","0,23","0,3","-27,71%","-16,90%","6,77","-30,39%","-13,22%","688.946,00","351.390.000,00","0,08","-9,49%"
BICB3,8,"-2,35","2,14",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,00%",0,"944.626.000,00",0,"-31,19%"
ESTR3,40,"-2,33","-0,07","0,171","0,00%","0,106","-0,06","1,84","-0,05","7,51","6,77","9,32%","-7,33%","0,26","6,20%","2,83%",0,"-489.405.000,00","-0,21","9,97%"
VIVR3,"0,38","-2,33","-0,42","0,78","0,00%","0,229","-0,44","-3,28","-0,23","-13,51","-14,35","-23,76%","-33,23%","0,51","-7,49%","17,96%","4.769.020,00","-174.609.000,00","-1,38","49,76%"
ESTR4,"39,99","-2,33","-0,07","0,171","0,00%","0,106","-0,06","1,83","-0,05","7,51","6,77","9,32%","-7,33%","0,26","6,20%","2,83%","2.371,98","-489.405.000,00","-0,21","9,97%"
ARLA4,"3,38","-2,21","-0,62","2,137","0,00%","0,442","-0,31","-6,74","-0,29","-17,87","-17,87","-31,72%","-96,55%","0,1","-13,71%","28,00%",0,"-24.319.000,00","-1,02","-47,46%"
LIXC4,"1,45","-2,17","1,26","328,11","0,00%","0,057","0,23","-3,49","3,18","-5,65","-5,92","-9413,21%","-14386,80%","1,34","-1,90%","-57,85%",0,"13.842.000,00","0,79","-75,90%"
MMXM3,14,"-2,17","-0,11",0,"0,00%","0,71","-0,1","4,7","-0,09","18,64","18,64","0,00%","0,00%","0,01","25,93%","4,97%",0,"-842.661.000,00","-0,32","-28,51%"
CTSA3,"2,68","-2,16","0,27","0,154","8,10%","0,121","-2,08","-9,1","-0,5","-24,74","72,94","-1,69%","-7,12%","0,84","-1,56%","-12,34%","9.493,46","279.573.000,00","0,59","5,35%"
OGXP3,"1,63","-2,15","-0,98",0,"0,00%","0,925",0,"-16,46",0,"-16,46","-16,46","0,00%","0,00%",0,"0,00%","45,53%",0,"-53.901.000,00",0,"0,00%"
ALPK3,"1,63","-2,11","0,76","0,324","0,00%","0,134","-0,92","1,64","-0,19","7,63","3,66","19,72%","-15,26%","0,44","8,99%","-36,11%","244.275,00","459.504.000,00","3,03","42,88%"
CVCB3,"3,66","-2,1","2,44","0,836","0,00%","0,226","-1,08","-8,47","-0,66","-10,87","14,38","-9,87%","-39,73%","0,73","-3,74%","-116,29%","99.642.400,00","416.109.000,00","2,22","-13,20%"
FRIO3,31,"-2,07","-0,57","0,061","0,00%","0,07","-0,32","0,94","-0,17","9,04","6,17","6,51%","-3,02%","0,76","11,98%","27,53%","72,09","-223.039.000,00","-5,86","16,13%"
VTLM3,"0,79","-2,07","-0,65","390,404","0,00%","53,237","-0,72","-2,88","-0,64","-2,88","-2,94","-13548,50%","-18860,60%",0,"521,70%","31,47%",0,"-19.776.000,00",0,"43,48%"
ENJU3,"0,89","-1,91","0,46","1,328","0,00%","0,408","0,55","-1,57","0,57","1,33","1,55","-84,33%","-69,36%","8,04","-123,65%","-24,27%","1.275.850,00","383.688.000,00",0,"27,58%"
DOTZ3,"1,28","-1,9","-1,25","1,248","0,00%","0,401","-2,71","-4,37","-0,61","-1,21","-2,57","-28,54%","-65,70%","0,82","-25,85%","65,88%","70.072,10","-135.130.000,00","-0,81","3,20%"
ARCZ3,"3,66","-1,88","1,95","1,096","0,00%","0,369","1,53","9,5","-0,84","28,18","28,18","11,54%","-58,02%","2,86","4,03%","-103,98%",0,"1.934.210.000,00","3,92","0,75%"
ARCZ6,"3,63","-1,86","1,94","1,087","0,00%","0,366","1,52","9,42","-0,84","28,1","28,1","11,54%","-58,02%","2,86","4,03%","-103,98%",0,"1.934.210.000,00","3,92","0,75%"
IRBR3,"0,72","-1,85","0,43","0,248","0,00%","0,077",0,"-0,75",0,0,0,"-32,94%","-13,43%",0,"0,00%","-23,44%","46.254.000,00","4.106.820.000,00",0,"0,10%"
BRPR3,"5,84","-1,85","0,62","7,961","42,43%","0,425","1,34","13,32","1,55","5,89","5,84","59,75%","-431,29%","2,19","4,19%","-33,44%","16.374.200,00","4.485.840.000,00",0,"-5,78%"
CEDO4,"3,76","-1,79","0,32","0,031","0,00%","0,04","-0,44","0,71","-0,13","5,05","3,7","4,36%","-2,30%","0,86","7,33%","-17,80%","5.876,42","117.761.000,00","2,11","17,40%"
AMAR3,"1,07","-1,78","0,38","0,132","0,00%","0,102","0,85","1,33","-0,38","6,87","3,47","9,91%","-7,38%","1,36","9,47%","-21,11%","12.488.900,00","973.981.000,00","1,76","-1,47%"
BISA3,"1,58","-1,77","1,18","1,692","0,00%","0,321","0,86","-4,02","-7,64","-6,21","-9,28","-42,05%","-96,36%","2,22","-8,50%","-66,94%",0,"1.788.370.000,00","0,77","-24,23%"
BCAL6,"0,28","-1,7","-0,07","1,946","0,00%","13,03","-0,09","38,77","-0,07","452,65","452,65","5,02%","-114,49%","0,01","38,97%","4,10%",0,"-290.863.000,00","-0,74","37,74%"
DJON4,"0,18","-1,7","0,22","-0,956","0,00%","0,166","-1,29","-1,42","-0,85","-1,98","-1,98","67,37%","56,33%","0,24","-12,02%","-12,84%",0,"2.702.000,00","0,09","45,19%"
SPRI6,11,"-1,68","1,24",0,"0,00%","1,196","2,33","-3,21","2,47","-2,86","-2,88","0,00%","0,00%","66,47","-42,86%","-73,82%",0,"22.420.000,00",0,"-7,33%"
BLUT4,"1,52","-1,66","0,14",0,"0,00%","0,041","-0,22","-12,69","-0,06","-23,74","-23,74","0,00%","0,00%",0,"-0,33%","-8,24%","10.453,20","56.569.000,00","0,12","0,00%"
HETA4,"3,81","-1,62",0,"0,626","0,00%","0,157","-0,02","0,68",0,"113,69","113,69","92,50%","-38,58%","0,03","23,21%","0,21%","2.432,09","-558.599.000,00","-0,58","20,81%"
ARLA3,"2,47","-1,62","-0,45","1,562","0,00%","0,323","-0,22","-4,92","-0,21","-16,06","-16,06","-31,72%","-96,55%","0,1","-13,71%","28,00%",0,"-24.319.000,00","-1,02","-47,46%"
SPRI3,"10,51","-1,61","1,19",0,"0,00%","1,143","2,23","-3,07","2,36","-2,72","-2,74","0,00%","0,00%","66,47","-42,86%","-73,82%",0,"22.420.000,00",0,"-7,33%"
SDIA3,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%",0,"459.230.000,00","17,27","13,42%"
SDIA4,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%",0,"459.230.000,00","17,27","13,42%"
LLIS3,"1,62","-1,58","-1,97","1,278","0,00%","0,89","-6,24","-120,65","-0,79","-284,84","21,09","-1,06%","-77,23%","0,7","-0,83%","124,62%","572.810,00","-697.151.000,00","-2,74","-5,13%"
DUQE3,28,"-1,58","-11,29","12,103","0,00%","0,428","-0,74","-1,65","-0,57","-2,7","-2,98","-732,92%","-767,60%","0,33","-28,21%","715,74%",0,"-6.987.000,00","-7,19","-42,70%"
AZUL4,"9,44","-1,48","-0,16","0,216","0,00%","0,179","-0,34","1,68","-0,1","13,29","6,54","12,88%","-14,59%","0,35","12,82%","11,03%","169.593.000,00","-20.130.500.000,00","-1,19","8,23%"
CTSA4,"1,81","-1,46","0,18","0,104","13,19%","0,081","-1,4","-6,14","-0,34","-21,79","64,23","-1,69%","-7,12%","0,84","-1,56%","-12,34%","23.483,40","279.573.000,00","0,59","5,35%"
FRTA3,"2,39","-1,42","-0,07","0,69","0,00%","0,165","-0,06","-0,93","-0,05","-12,34","-13,63","-74,45%","-48,68%","0,03","-21,41%","5,08%","4.747,40","-68.217.000,00","-0,89","-14,46%"
SPRI5,"8,52","-1,3","0,96",0,"0,00%","0,927","1,81","-2,49","1,91","-2,14","-2,15","0,00%","0,00%","66,47","-42,86%","-73,82%",0,"22.420.000,00",0,"-7,33%"
PLAS3,"8,81","-1,28","-0,29","0,139","0,00%","0,151","-0,32","27,39","-0,13","93,52","7,05","0,51%","-10,85%","0,41","0,64%","22,97%","6.843,74","-371.809.000,00","-0,76","21,61%"
IDVL4,"2,67","-1,26","1,16",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,76%",0,"237.683.000,00",0,"0,00%"
PMET6,"0,2","-1,21","-0,05","1,39","0,00%","9,307","-0,07","27,69","-0,05","441,57","441,57","5,02%","-114,49%","0,01","38,97%","4,10%",0,"-290.863.000,00","-0,74","37,74%"
OIBR4,"0,57","-1,1","-1,65","0,324","0,00%","0,077","1,03","-0,82","-0,1","-4,82","-49,48","-39,57%","-29,11%","1,37","-11,16%","149,21%","1.092.110,00","-2.283.720.000,00","-9,61","-30,63%"
LGLO4,100,"-1,05","0,65","0,225","0,00%","0,192","-0,32","-1,24","-0,32","-2,13","-2,13","-18,10%","-21,47%","0,14","-18,37%","-62,51%",0,"5.191.000,00","0,49","-11,42%"
IDVL3,"2,16","-1,02","0,93",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,76%",0,"237.683.000,00",0,"0,00%"
CTNM3,"6,04","-0,99","0,3","0,093","0,00%","0,046","-2,16","11,86","-0,15","85,58","10,38","0,79%","-16,91%","0,95","0,46%","-30,32%","136,26","614.624.000,00","2,45","-0,42%"
IGBR3,"28,75","-0,9","-0,03","5,361","0,00%","0,306","-0,08","-0,93","-0,03","-10,04","-10,77","-575,18%","-597,93%","0,02","-34,45%","3,76%","43.903,00","-1.066.080.000,00","-0,33","11,54%"
DHBI3,19,"-0,83","-0,17","0,869","0,00%","0,343","-0,16","-3,68","-0,13","-24,58","-59,55","-23,58%","-154,81%","0,12","-10,50%","21,03%",0,"-456.340.000,00","-0,99","-23,62%"
LETO5,"2,06","-0,83","-0,14",0,"0,00%","0,248",0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,05%",0,"-58.642.000,00",0,"-17,38%"
IENG3,"0,15","-0,81","0,99","1,717","0,00%","0,11","-1,17","3,88","-0,3","25,11","25,11","44,29%","-224,61%","0,85","2,84%","-122,41%",0,"52.234.000,00","5,45","8,13%"
CTSA8,1,"-0,81","0,1","0,057","0,00%","0,045","-0,78","-3,39","-0,19","-19,04","56,12","-1,69%","-7,12%","0,84","-1,56%","-12,34%",0,"279.573.000,00","0,59","5,35%"
TXRX4,"3,16","-0,72","-0,04","0,067","0,00%","0,053","-0,07","0,43","-0,03","10,39","8,98","15,55%","-9,31%","0,42","17,23%","5,68%","3.728,81","-329.828.000,00","-0,95","23,33%"
LATM11,"28,65","-0,68","0,02","0,006","0,00%","0,003","-0,02","0,05",0,"7,74","7,74","11,46%","-0,39%","0,49","6,55%","-2,37%",0,"11.357.000.000,00","2,92","16,69%"
CELM3,15,"-0,67","-0,16","0,257","0,00%","0,132","-0,21","-1,02","-0,1","-4,26","-4,26","-25,14%","-38,36%","0,44","-15,60%","23,41%",0,"-11.104.000,00","-0,66","5,80%"
IENG5,"0,12","-0,65","0,79","1,374","0,00%","0,088","-0,93","3,1","-0,24","24,33","24,33","44,29%","-224,61%","0,85","2,84%","-122,41%",0,"52.234.000,00","5,45","8,13%"
NEXP3,"0,29","-0,63","1,9","0,324","0,00%","0,151","-1,07","-1,03","-0,24","-1,78","-2,56","-31,39%","-51,66%","0,68","-17,53%","-302,64%","163.481,00","20.281.000,00","2,87","3,72%"
TEND3,"3,8","-0,6","0,47","0,172","0,00%","0,093","0,84","-1,2","-0,25","-3,62","-4,31","-14,40%","-29,10%","1,34","-9,64%","-78,32%","22.418.600,00","843.680.000,00","1,8","11,85%"
IGBR6,19,"-0,59","-0,02","3,543","0,00%","0,202","-0,05","-0,62","-0,02","-9,72","-10,43","-575,18%","-597,93%","0,02","-34,45%","3,76%",0,"-1.066.080.000,00","-0,33","11,54%"
IGBR5,"18,9","-0,59","-0,02","3,525","0,00%","0,201","-0,05","-0,61","-0,02","-9,72","-10,42","-575,18%","-597,93%","0,02","-34,45%","3,76%",0,"-1.066.080.000,00","-0,33","11,54%"
GOLL4,"6,13","-0,56","-0,12","0,192","0,00%","0,156","-0,24","-1,49","-0,07","-7,79","-154,13","-12,90%","-34,36%","0,23","-12,32%","21,18%","114.616.000,00","-21.723.400.000,00","-0,52","-3,62%"
BAHI11,2,"-0,52","0,45","0,143","0,00%","0,075","-0,31","-1,81","-0,1","-7,38","-11,91","-7,91%","-28,70%","0,23","-4,30%","-86,43%",0,"106.101.000,00","1,55","76,70%"
GPIV33,"2,55","-0,5","0,13","-0,434","0,00%","0,063","0,39","-0,31","-322,17","0,5","0,5","138,35%","136,05%","3,41","-25,78%","-25,41%","217.563,00","1.582.410.000,00","0,1","123,97%"
REEM4,"4,63","-0,48","-0,08","0,197","0,00%","0,137","-0,14","-4,33","-0,07","-3,84","-6,01","-4,54%","-40,65%","0,45","4,61%","15,78%",0,"-372.708.000,00",0,"-13,59%"
CCXC3,"1,16","-0,48","-0,04",0,"0,00%","0,185",0,"-0,65",0,"-0,52","-0,52","0,00%","0,00%",0,"0,00%","7,85%",0,"-52.699.000,00",0,"0,00%"
CORR3,12,"-0,41","-0,38","0,121","0,00%","0,014","0,02","-0,17","-0,04","8,55","8,79","-70,20%","-29,46%","30,58","-26,32%","91,48%",0,"-739.000,00",0,"15,91%"
DOCA3,11,"-0,4","-0,03","-3,064","0,00%","0,03","-0,32","-0,26","-0,02","-6,86","-6,76","1165,92%","636,17%","0,61","-12,48%","8,24%",0,"-390.317.000,00","-0,82","-38,80%"
FGUI4,"0,38","-0,39","-0,07","0,507","0,00%","0,798","-0,07","-1,83","-0,06","-14,24","-14,24","-27,72%","-129,00%","0,04","-60,74%","17,32%",0,"-222.024.000,00","-0,46","2,13%"
OIBR3,"0,2","-0,39","-0,58","0,114","0,00%","0,027","0,36","-0,29","-0,04","-4,29","-44,02","-39,57%","-29,11%","1,37","-11,16%","149,21%","31.086.800,00","-2.283.720.000,00","-9,61","-30,63%"
JFEN3,"0,54","-0,36","-0,09","3,334","0,00%","0,049","-0,35","-0,62","-0,06","-6,98","-7,13","-536,95%","-934,16%","0,86","-8,54%","24,42%","79.802,70","-639.921.000,00","-0,93","-20,48%"
AVLL3,"6,79","-0,35","-0,51","0,621","0,00%","0,088","-0,53","-1,95","-0,11","-12,97","-13,89","-31,89%","-175,61%","0,69","-5,05%","145,99%","48.911,60","-296.026.000,00","-3,34","-15,17%"
WISA4,"0,25","-0,35","-0,01","0,219","0,00%","0,029","-0,06","-0,31","-0,01","-19,27","-19,27","-71,41%","-62,75%","0,18","-9,78%","2,39%",0,"-205.386.000,00","-0,52","-48,66%"
LETO3,"0,8","-0,32","-0,05",0,"0,00%","0,096",0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,05%",0,"-58.642.000,00",0,"-17,38%"
CTNM4,"1,87","-0,31","0,09","0,029","0,00%","0,014","-0,67","3,67","-0,05","77,39","9,39","0,79%","-16,91%","0,95","0,46%","-30,32%","21.036,50","614.624.000,00","2,45","-0,42%"
PMAM4,"5,84","-0,28","-0,16","0,088","0,00%","0,1","-0,32","-1,86","-0,07","-24,7","-122,49","-4,73%","-31,19%","0,45","-6,88%","55,37%",0,"-1.621.540.000,00","-1,95","-9,32%"
WISA3,"0,2","-0,28","-0,01","0,175","0,00%","0,023","-0,05","-0,25","-0,01","-19,21","-19,21","-71,41%","-62,75%","0,18","-9,78%","2,39%",0,"-205.386.000,00","-0,52","-48,66%"
GSHP3,24,"-0,27","-0,06","0,301","0,00%","0,03","-2,15","0,82","-0,02","30,82","29,1","36,56%","-113,63%","0,92","4,12%","21,19%","856,61","-823.709.000,00","-2,24","-10,34%"
RSID3,"2,49","-0,24","-0,05","3,753","0,00%","0,058","-0,04","-0,67","-0,04","-8,77","-8,93","-559,20%","-1698,07%","0,27","-9,12%","23,17%","205.688,00","-913.959.000,00","-0,67","-37,95%"
PMAM3,"3,9","-0,19","-0,1","0,059","0,00%","0,067","-0,21","-1,24","-0,05","-24,08","-119,43","-4,73%","-31,19%","0,45","-6,88%","55,37%","800.806,00","-1.621.540.000,00","-1,95","-9,32%"
DOCA4,5,"-0,18","-0,01","-1,393","0,00%","0,014","-0,15","-0,12","-0,01","-6,71","-6,62","1165,92%","636,17%","0,61","-12,48%","8,24%",0,"-390.317.000,00","-0,82","-38,80%"
DUQE4,"2,95","-0,17","-1,19","1,275","0,00%","0,045","-0,08","-0,17","-0,06","-1,23","-1,35","-732,92%","-767,60%","0,33","-28,21%","715,74%",0,"-6.987.000,00","-7,19","-42,70%"
SGPS3,"1,39","-0,15","0,11","0,048","0,00%","0,024",1,"-0,57","-0,06","-7,11","-39,23","-8,47%","-31,40%","1,07","-5,05%","-75,00%","192.305,00","605.751.000,00","1,75","0,03%"
FTRX3,"0,13","-0,15","-0,02","0,206","0,00%","0,023","-0,04","-0,19","-0,01","-1,77","-2,27","-106,22%","-138,83%","0,06","-11,99%","13,50%",0,"-154.535.000,00","-0,16","-31,25%"
MNDL3,"37,5","-0,15","-0,12","0,126","0,00%","0,071","-0,07","1,09","-0,06","5,05","4,29","11,48%","-86,19%","0,26","6,93%","84,73%","56.676,10","-752.804.000,00","-0,46","13,80%"
SNSY5,"2,97","-0,13","-0,01","0,028","0,00%","0,05","-0,53","-1,11","-0,01",-7,"-66,57","-2,51%","-20,86%","0,86","-5,26%","10,62%","7.314,98","-1.607.740.000,00","-0,08","20,01%"
TEKA4,27,"-0,13","-0,01","0,052","0,00%","0,012","-0,01","2,75",0,"125,97","66,06","1,91%","-39,90%","0,04","0,75%","5,49%","68.879,60","-1.881.150.000,00","-0,32","17,07%"
FTRX4,"0,11","-0,13","-0,02","0,174","0,00%","0,019","-0,03","-0,16","-0,01","-1,74","-2,24","-106,22%","-138,83%","0,06","-11,99%","13,50%",0,"-154.535.000,00","-0,16","-31,25%"
RPMG3,"1,6","-0,12","-0,03","0,023","0,00%","0,021","-0,03","-0,12","-0,02","-0,12","-0,12","-18,70%","-19,13%","0,54","-17,84%","21,50%","13.196,30","-4.233.000.000,00",0,"52,82%"
FBMC4,"1,96","-0,09","-0,02","0,095","0,00%","0,034","-0,04","-0,07","-0,02","-0,53","-0,59","-135,59%","-101,97%","0,31","-64,70%","24,19%",0,"-63.552.000,00","-0,15","-31,66%"
TENE7,"9,8","-0,08","-0,01",0,"0,00%","0,071",-2,"-0,92","-0,01","-1,73","-3,17","0,00%","0,00%","0,01","-7,78%","13,69%",0,"-103.482.000,00","-0,01","0,00%"
VPTA4,"10,5","-0,07","-0,01","0,26","0,00%","0,054","-0,02","-0,13","-0,01","-6,89","-6,89","-193,57%","-396,38%","0,23","-45,00%","10,11%",0,"-867.658.000,00","-0,34","-58,91%"
